Product Name,SKU,Category,Category,Filling,Weight,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,50% Down 50% Feather,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,80% Down 20% Feather,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Feather,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Feather,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Foam,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Polyester,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Polyester,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,30% Down 70% Feather,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,50% Down 50% Feather,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,80% Down 20% Feather,Normal,
60X40CM ,INSE-012,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
60X40CM ,INSE-012,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Feather,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Feather,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Foam,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Polyester,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Polyester,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,30% Down 70% Feather,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,50% Down 50% Feather,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,80% Down 20% Feather,Normal,
60X60CM ,INSE-013,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
60X60CM ,INSE-013,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,100% Feather,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,100% Feather,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Foam,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,100% Polyester,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,100% Polyester,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,30% Down 70% Feather,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,50% Down 50% Feather,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,80% Down 20% Feather,Normal,
65X40CM,INSE-014,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
65X40CM,INSE-014,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Feather,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Feather,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Foam,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Polyester,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Polyester,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,30% Down 70% Feather,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,50% Down 50% Feather,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,80% Down 20% Feather,Normal,
65X65CM ,INSE-015,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
65X65CM ,INSE-015,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
SINGLE 140X214CM - MATTRESS TOPPER FILLED,MATT-070,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,
SINGLE 140X214CM - MATTRESS TOPPER FILLED,MATT-070,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,MATT-071,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,MATT-071,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,
KING SINGLE - MATTRESS TOPPER FILLED,MATT-072,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,
KING SINGLE - MATTRESS TOPPER FILLED,MATT-072,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,
QUEEN - MATTRESS TOPPER FILLED,MATT-073,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,
QUEEN - MATTRESS TOPPER FILLED,MATT-073,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,
KING - MATTRESS TOPPER FILLED,MATT-074,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,
KING - MATTRESS TOPPER FILLED,MATT-074,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,
DOUBLE 184X214CM - MICROSOFT,MICR-090,MICROSOFT,MICROSOFT,Polyester,,
KING 244X214CM - MICROSOFT,MICR-092,MICROSOFT,MICROSOFT,Polyester,,
QUEEN 214X214CM - MICROSOFT,MICR-091,MICROSOFT,MICROSOFT,Polyester,,
SINGLE 140X214CM - MICROSOFT,MICR-089,MICROSOFT,MICROSOFT,Polyester,,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,100% Feather,Duck,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,100% Feather,Duck,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,100% Feather,Duck,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,100% Feather,Duck,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,
45X70CM 80 CHAMBER PILLOW,CHAM-039,CHAMBER PILLOW,PILLOWS,80% Down 20% Feather,Duck,
50X90CM 80 CHAMBER PILLOW,CHAM-040,CHAMBER PILLOW,PILLOWS,80% Down 20% Feather,Duck,
45X70CM 50 CHAMBER PILLOW,CHAM-039,CHAMBER PILLOW,PILLOWS,,Duck,
50X90CM 50 CHAMBER PILLOW,CHAM-040,CHAMBER PILLOW,PILLOWS,,Duck,
SINGLE - 4 SEASONS FILLED,SEAS-034,4 SEASONS FILLED,4 SEASON,,Duck,
SINGLE - 4 SEASONS FILLED,SEAS-034,4 SEASONS FILLED,5 SEASON,,Goose,
DOUBLE - 4 SEASONS FILLED,SEAS-035,4 SEASONS FILLED,6 SEASON,,Duck,
DOUBLE - 4 SEASONS FILLED,SEAS-035,4 SEASONS FILLED,7 SEASON,,Goose,
QUEEN - 4 SEASONS FILLED,SEAS-036,4 SEASONS FILLED,8 SEASON,,Duck,
QUEEN - 4 SEASONS FILLED,SEAS-036,4 SEASONS FILLED,9 SEASON,,Goose,
KING - 4 SEASONS FILLED,SEAS-037,4 SEASONS FILLED,10 SEASON,,Duck,
KING - 4 SEASONS FILLED,SEAS-037,4 SEASONS FILLED,11 SEASON,,Goose,
SUPER KING - 4 SEASONS FILLED,SEAS-038,4 SEASONS FILLED,12 SEASON,,Duck,
SUPER KING - 4 SEASONS FILLED,SEAS-038,4 SEASONS FILLED,13 SEASON,,Goose,
SINGLE - 50% DUCK WINTER FILLED,DUCK-055,50% DUCK WINTER FILLED,WINTER,,Duck,
DOUBLE - 50% DUCK WINTER FILLED,DUCK-056,50% DUCK WINTER FILLED,WINTER,,Duck,
QUEEN - 50% DUCK WINTER FILLED,DUCK-057,50% DUCK WINTER FILLED,WINTER,,Duck,
KING - 50% DUCK WINTER FILLED,DUCK-058,50% DUCK WINTER FILLED,WINTER,,Duck,
SUPER KING - 50% DUCK WINTER FILLED,DUCK-059,50% DUCK WINTER FILLED,WINTER,,Duck,
SINGLE - 50% MID WARM FILLED,MIDW-060,50% MID WARM FILLED,MID WARM,,Duck,
DOUBLE - 50% MID WARM FILLED,MIDW-061,50% MID WARM FILLED,MID WARM,,Duck,
QUEEN - 50% MID WARM FILLED,MIDW-062,50% MID WARM FILLED,MID WARM,,Duck,
KING - 50% MID WARM FILLED,MIDW-063,50% MID WARM FILLED,MID WARM,,Duck,
SUPER KING - 50% MID WARM FILLED,MIDW-064,50% MID WARM FILLED,MID WARM,,Duck,
SINGLE - 80% MID WARM FILLED,MIDW-050,80% MID WARM FILLED,MID WARM,,Duck,
SINGLE - 80% MID WARM FILLED,MIDW-050,80% MID WARM FILLED,MID WARM,,Goose,
SINGLE - 80% MID WARM FILLED,MIDW-050,80% MID WARM FILLED,MID WARM,,Hungarian,
DOUBLE - 80% MID WARM FILLED,MIDW-051,80% MID WARM FILLED,MID WARM,,Duck,
DOUBLE - 80% MID WARM FILLED,MIDW-051,80% MID WARM FILLED,MID WARM,,Goose,
DOUBLE - 80% MID WARM FILLED,MIDW-051,80% MID WARM FILLED,MID WARM,,Hungarian,
QUEEN - 80% MID WARM FILLED,MIDW-052,80% MID WARM FILLED,MID WARM,,Duck,
QUEEN - 80% MID WARM FILLED,MIDW-052,80% MID WARM FILLED,MID WARM,,Goose,
QUEEN - 80% MID WARM FILLED,MIDW-052,80% MID WARM FILLED,MID WARM,,Hungarian,
KING - 80% MID WARM FILLED,MIDW-053,80% MID WARM FILLED,MID WARM,,Duck,
KING - 80% MID WARM FILLED,MIDW-053,80% MID WARM FILLED,MID WARM,,Goose,
KING - 80% MID WARM FILLED,MIDW-053,80% MID WARM FILLED,MID WARM,,Hungarian,
SUPER KING - 80% MID WARM FILLED,MIDW-054,80% MID WARM FILLED,MID WARM,,Duck,
SUPER KING - 80% MID WARM FILLED,MIDW-054,80% MID WARM FILLED,MID WARM,,Goose,
SUPER KING - 80% MID WARM FILLED,MIDW-054,80% MID WARM FILLED,MID WARM,,Hungarian,
SINGLE - 80% WINTER FILLED,WINT-045,80% WINTER FILLED,WINTER,,Duck,
SINGLE - 80% WINTER FILLED,WINT-045,80% WINTER FILLED,WINTER,,Goose,
DOUBLE - 80% WINTER FILLED,WINT-046,80% WINTER FILLED,WINTER,,Duck,
DOUBLE - 80% WINTER FILLED,WINT-046,80% WINTER FILLED,WINTER,,Goose,
QUEEN - 80% WINTER FILLED,WINT-047,80% WINTER FILLED,WINTER,,Duck,
QUEEN - 80% WINTER FILLED,WINT-047,80% WINTER FILLED,WINTER,,Goose,
KING - 80% WINTER FILLED,WINT-048,80% WINTER FILLED,WINTER,,Duck,
KING - 80% WINTER FILLED,WINT-048,80% WINTER FILLED,WINTER,,Goose,
SUPER KING - 80% WINTER FILLED,WINT-049,80% WINTER FILLED,WINTER,,Duck,
SUPER KING - 80% WINTER FILLED,WINT-049,80% WINTER FILLED,WINTER,,Goose,
45X70CM - (48X73CM) - STRIP PILLOW,STRI-080,STRIP PILLOW,PILLOWS,,Hungarian,
50X90CM - (53X93CM) - STRIP PILLOW,STRI-081,STRIP PILLOW,PILLOWS,,Hungarian,
SINGLE - STRIPPED QUILT,STRI-078,STRIPPED QUILT,WINTER,,Hungarian,
DOUBLE - STRIPPED QUILT,STRI-075,STRIPPED QUILT,WINTER,,Hungarian,
QUEEN - STRIPPED QUILT,STRI-077,STRIPPED QUILT,WINTER,,Hungarian,
KING - STRIPPED QUILT,STRI-076,STRIPPED QUILT,WINTER,,Hungarian,
SUPER KING - STRIPPED QUILT,STRI-079,STRIPPED QUILT,WINTER,,Hungarian,
Double/Queen 230 x 240cms 450gms - SILVER BLANKET,SILV-102,SILVER BLANKET,BLANKET,,Silver Blanket,
King/Super King 270 x 240cms 535 gms - SILVER BLANKET,SILV-103,SILVER BLANKET,BLANKET,,Silver Blanket,
Single/ King Single 180 x 230gms 300gms - SILVER BLANKET,SILV-101,SILVER BLANKET,BLANKET,,Silver Blanket,
Double/Queen 230 x 240cms 450gms - KHAKI BLANKET,KHAK-105,KHAKI BLANKET,BLANKET,,Khaki Blanket,
King/Super King 270 x 240cms 535 gms - KHAKI BLANKET,KHAK-106,KHAKI BLANKET,BLANKET,,Khaki Blanket,
Single/ King Single 180 x 230gms 300gms - KHAKI BLANKET,KHAK-104,KHAKI BLANKET,BLANKET,,Khaki Blanket,