Product Name,SKU,Category,Filling,Weight, Customer Price ,,,,,,,,
50X90CM - (53X93CM),INSTERS-196,INSERTS,100% Polyester,Normal,$38.50,,,,,,,,
50X90CM - (53X93CM),INSTERS-197,INSERTS,100% Polyester,Firm Fill,$29.90,,,,,,,,
50X90CM - (53X93CM),INSTERS-198,INSERTS,100% Polyester,Extra Firm Fill,$30.50,,,,,,,,
50X90CM - (53X93CM),INSTERS-199,INSERTS,30% Down 70% Feather,Normal,$71.00,,,,,,,,
50X90CM - (53X93CM),INSTERS-200,INSERTS,30% Down 70% Feather,Firm Fill,$73.60,,,,,,,,
50X90CM - (53X93CM),INSTERS-201,INSERTS,30% Down 70% Feather,Extra Firm Fill,$76.20,,,,,,,,
50X90CM - (53X93CM),INSTERS-202,INSERTS,50% Down 50% Feather,Normal,$92.55,,,,,,,,
50X90CM - (53X93CM),INSTERS-203,INSERTS,50% Down 50% Feather,Firm Fill,$95.15,,,,,,,,
50X90CM - (53X93CM),INSTERS-204,INSERTS,50% Down 50% Feather,Extra Firm Fill,$97.75,,,,,,,,
50X90CM - (53X93CM),INSTERS-205,INSERTS,80% Down 20% Feather,Normal,$107.00,,,,,,,,
50X90CM - (53X93CM),INSTERS-206,INSERTS,80% Down 20% Feather,Firm Fill,$109.60,,,,,,,,
50X90CM - (53X93CM),INSTERS-207,INSERTS,80% Down 20% Feather,Extra Firm Fill,$112.20,,,,,,,,
55X55CM - (58X58CM),INSTERS-208,INSERTS,100% Feather,Normal,$12.00,,,,,,,,
55X55CM - (58X58CM),INSTERS-209,INSERTS,100% Feather,Firm Fill,$12.60,,,,,,,,
55X55CM - (58X58CM),INSTERS-210,INSERTS,100% Feather,Extra Firm Fill,$13.20,,,,,,,,
55X55CM - (58X58CM),INSTERS-211,INSERTS,Duck Feather - Foam,Normal,$15.00,,,,,,,,
55X55CM - (58X58CM),INSTERS-212,INSERTS,Duck Feather - Foam,Firm Fill,$15.60,,,,,,,,
55X55CM - (58X58CM),INSTERS-213,INSERTS,Duck Feather - Foam,Extra Firm Fill,$16.20,,,,,,,,
55X55CM - (58X58CM),INSTERS-214,INSERTS,Duck Feather - Fibre,Normal,$15.00,,,,,,,,
55X55CM - (58X58CM),INSTERS-215,INSERTS,Duck Feather - Fibre,Firm Fill,$15.60,,,,,,,,
55X55CM - (58X58CM),INSTERS-216,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$16.20,,,,,,,,
55X55CM - (58X58CM),INSTERS-217,INSERTS,100% Polyester,Normal,$15.00,,,,,,,,
55X55CM - (58X58CM),INSTERS-218,INSERTS,100% Polyester,Firm Fill,$15.60,,,,,,,,
55X55CM - (58X58CM),INSTERS-219,INSERTS,100% Polyester,Extra Firm Fill,$16.20,,,,,,,,
55X55CM - (58X58CM),INSTERS-220,INSERTS,30% Down 70% Feather,Normal,$30.25,,,,,,,,
55X55CM - (58X58CM),INSTERS-221,INSERTS,30% Down 70% Feather,Firm Fill,$32.85,,,,,,,,
55X55CM - (58X58CM),INSTERS-222,INSERTS,30% Down 70% Feather,Extra Firm Fill,$35.45,,,,,,,,
55X55CM - (58X58CM),INSTERS-223,INSERTS,50% Down 50% Feather,Normal,$45.10,,,,,,,,
55X55CM - (58X58CM),INSTERS-224,INSERTS,50% Down 50% Feather,Firm Fill,$47.70,,,,,,,,
55X55CM - (58X58CM),INSTERS-225,INSERTS,50% Down 50% Feather,Extra Firm Fill,$50.30,,,,,,,,
55X55CM - (58X58CM),INSTERS-226,INSERTS,80% Down 20% Feather,Normal,$65.00,,,,,,,,
55X55CM - (58X58CM),INSTERS-227,INSERTS,80% Down 20% Feather,Firm Fill,$67.60,,,,,,,,
55X55CM - (58X58CM),INSTERS-228,INSERTS,80% Down 20% Feather,Extra Firm Fill,$70.20,,,,,,,,
60X40CM - (63X43CM),INSTERS-229,INSERTS,100% Feather,Normal,$15.50,,,,,,,,
60X40CM - (63X43CM),INSTERS-230,INSERTS,100% Feather,Firm Fill,$16.10,,,,,,,,
60X40CM - (63X43CM),INSTERS-231,INSERTS,100% Feather,Extra Firm Fill,$16.70,,,,,,,,
60X40CM - (63X43CM),INSTERS-232,INSERTS,Duck Feather - Foam,Normal,$17.50,,,,,,,,
60X40CM - (63X43CM),INSTERS-233,INSERTS,Duck Feather - Foam,Firm Fill,$18.10,,,,,,,,
60X40CM - (63X43CM),INSTERS-234,INSERTS,Duck Feather - Foam,Extra Firm Fill,$18.70,,,,,,,,
60X40CM - (63X43CM),INSTERS-235,INSERTS,Duck Feather - Fibre,Normal,$17.50,,,,,,,,
60X40CM - (63X43CM),INSTERS-236,INSERTS,Duck Feather - Fibre,Firm Fill,$18.10,,,,,,,,
60X40CM - (63X43CM),INSTERS-237,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$18.70,,,,,,,,
60X40CM - (63X43CM),INSTERS-238,INSERTS,100% Polyester,Normal,$17.50,,,,,,,,
60X40CM - (63X43CM),INSTERS-239,INSERTS,100% Polyester,Firm Fill,$18.10,,,,,,,,
60X40CM - (63X43CM),INSTERS-240,INSERTS,100% Polyester,Extra Firm Fill,$18.70,,,,,,,,
60X40CM - (63X43CM),INSTERS-241,INSERTS,30% Down 70% Feather,Normal,$30.50,,,,,,,,
60X40CM - (63X43CM),INSTERS-242,INSERTS,30% Down 70% Feather,Firm Fill,$33.10,,,,,,,,
60X40CM - (63X43CM),INSTERS-243,INSERTS,30% Down 70% Feather,Extra Firm Fill,$35.70,,,,,,,,
60X40CM - (63X43CM),INSTERS-244,INSERTS,50% Down 50% Feather,Normal,$49.00,,,,,,,,
60X40CM - (63X43CM),INSTERS-245,INSERTS,50% Down 50% Feather,Firm Fill,$51.60,,,,,,,,
60X40CM - (63X43CM),INSTERS-246,INSERTS,50% Down 50% Feather,Extra Firm Fill,$54.20,,,,,,,,
60X40CM - (63X43CM),INSTERS-247,INSERTS,80% Down 20% Feather,Normal,$60.00,,,,,,,,
60X40CM - (63X43CM),INSTERS-248,INSERTS,80% Down 20% Feather,Firm Fill,$62.60,,,,,,,,
60X40CM - (63X43CM),INSTERS-249,INSERTS,80% Down 20% Feather,Extra Firm Fill,$65.20,,,,,,,,
60X60CM - (63X63CM),INSTERS-250,INSERTS,100% Feather,Normal,$15.00,,,,,,,,
60X60CM - (63X63CM),INSTERS-251,INSERTS,100% Feather,Firm Fill,$15.60,,,,,,,,
60X60CM - (63X63CM),INSTERS-252,INSERTS,100% Feather,Extra Firm Fill,$16.20,,,,,,,,
60X60CM - (63X63CM),INSTERS-253,INSERTS,Duck Feather - Foam,Normal,$17.25,,,,,,,,
60X60CM - (63X63CM),INSTERS-254,INSERTS,Duck Feather - Foam,Firm Fill,$17.85,,,,,,,,
60X60CM - (63X63CM),INSTERS-255,INSERTS,Duck Feather - Foam,Extra Firm Fill,$18.45,,,,,,,,
60X60CM - (63X63CM),INSTERS-256,INSERTS,Duck Feather - Fibre,Normal,$17.25,,,,,,,,
60X60CM - (63X63CM),INSTERS-257,INSERTS,Duck Feather - Fibre,Firm Fill,$17.85,,,,,,,,
60X60CM - (63X63CM),INSTERS-258,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$18.45,,,,,,,,
60X60CM - (63X63CM),INSTERS-259,INSERTS,100% Polyester,Normal,$17.25,,,,,,,,
60X60CM - (63X63CM),INSTERS-260,INSERTS,100% Polyester,Firm Fill,$17.85,,,,,,,,
60X60CM - (63X63CM),INSTERS-261,INSERTS,100% Polyester,Extra Firm Fill,$18.45,,,,,,,,
60X60CM - (63X63CM),INSTERS-262,INSERTS,30% Down 70% Feather,Normal,$39.00,,,,,,,,
60X60CM - (63X63CM),INSTERS-263,INSERTS,30% Down 70% Feather,Firm Fill,$41.60,,,,,,,,
60X60CM - (63X63CM),INSTERS-264,INSERTS,30% Down 70% Feather,Extra Firm Fill,$44.20,,,,,,,,
60X60CM - (63X63CM),INSTERS-265,INSERTS,50% Down 50% Feather,Normal,$64.40,,,,,,,,
60X60CM - (63X63CM),INSTERS-266,INSERTS,50% Down 50% Feather,Firm Fill,$67.00,,,,,,,,
60X60CM - (63X63CM),INSTERS-267,INSERTS,50% Down 50% Feather,Extra Firm Fill,$69.60,,,,,,,,
60X60CM - (63X63CM),INSTERS-268,INSERTS,80% Down 20% Feather,Normal,$79.00,,,,,,,,
60X60CM - (63X63CM),INSTERS-269,INSERTS,80% Down 20% Feather,Firm Fill,$81.60,,,,,,,,
60X60CM - (63X63CM),INSTERS-270,INSERTS,80% Down 20% Feather,Extra Firm Fill,$84.20,,,,,,,,
65X40CM - (68X43CM),INSTERS-271,INSERTS,100% Feather,Normal,$16.50,,,,,,,,
65X40CM - (68X43CM),INSTERS-272,INSERTS,100% Feather,Firm Fill,$17.10,,,,,,,,
65X40CM - (68X43CM),INSTERS-273,INSERTS,100% Feather,Extra Firm Fill,$17.70,,,,,,,,
65X40CM - (68X43CM),INSTERS-274,INSERTS,Duck Feather - Foam,Normal,$18.50,,,,,,,,
65X40CM - (68X43CM),INSTERS-275,INSERTS,Duck Feather - Foam,Firm Fill,$19.10,,,,,,,,
65X40CM - (68X43CM),INSTERS-276,INSERTS,Duck Feather - Foam,Extra Firm Fill,$19.70,,,,,,,,
65X40CM - (68X43CM),INSTERS-277,INSERTS,Duck Feather - Fibre,Normal,$18.50,,,,,,,,
65X40CM - (68X43CM),INSTERS-278,INSERTS,Duck Feather - Fibre,Firm Fill,$19.10,,,,,,,,
65X40CM - (68X43CM),INSTERS-279,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$19.70,,,,,,,,
65X40CM - (68X43CM),INSTERS-280,INSERTS,100% Polyester,Normal,$18.50,,,,,,,,
65X40CM - (68X43CM),INSTERS-281,INSERTS,100% Polyester,Firm Fill,$19.10,,,,,,,,
65X40CM - (68X43CM),INSTERS-282,INSERTS,100% Polyester,Extra Firm Fill,$19.70,,,,,,,,
65X40CM - (68X43CM),INSTERS-283,INSERTS,30% Down 70% Feather,Normal,$31.50,,,,,,,,
65X40CM - (68X43CM),INSTERS-284,INSERTS,30% Down 70% Feather,Firm Fill,$34.10,,,,,,,,
65X40CM - (68X43CM),INSTERS-285,INSERTS,30% Down 70% Feather,Extra Firm Fill,$36.70,,,,,,,,
65X40CM - (68X43CM),INSTERS-286,INSERTS,50% Down 50% Feather,Normal,$50.00,,,,,,,,
65X40CM - (68X43CM),INSTERS-287,INSERTS,50% Down 50% Feather,Firm Fill,$52.60,,,,,,,,
65X40CM - (68X43CM),INSTERS-288,INSERTS,50% Down 50% Feather,Extra Firm Fill,$55.20,,,,,,,,
65X40CM - (68X43CM),INSTERS-289,INSERTS,80% Down 20% Feather,Normal,$61.00,,,,,,,,
65X40CM - (68X43CM),INSTERS-290,INSERTS,80% Down 20% Feather,Firm Fill,$63.60,,,,,,,,
65X40CM - (68X43CM),INSTERS-291,INSERTS,80% Down 20% Feather,Extra Firm Fill,$66.20,,,,,,,,
65X65CM - (68X68CM),INSTERS-292,INSERTS,100% Feather,Normal,$22.00,,,,,,,,
65X65CM - (68X68CM),INSTERS-293,INSERTS,100% Feather,Firm Fill,$22.60,,,,,,,,
65X65CM - (68X68CM),INSTERS-294,INSERTS,100% Feather,Extra Firm Fill,$23.20,,,,,,,,
65X65CM - (68X68CM),INSTERS-295,INSERTS,Duck Feather - Foam,Normal,$28.75,,,,,,,,
65X65CM - (68X68CM),INSTERS-296,INSERTS,Duck Feather - Foam,Firm Fill,$29.35,,,,,,,,
65X65CM - (68X68CM),INSTERS-297,INSERTS,Duck Feather - Foam,Extra Firm Fill,$29.95,,,,,,,,
65X65CM - (68X68CM),INSTERS-298,INSERTS,Duck Feather - Fibre,Normal,$28.75,,,,,,,,
65X65CM - (68X68CM),INSTERS-299,INSERTS,Duck Feather - Fibre,Firm Fill,$29.35,,,,,,,,
65X65CM - (68X68CM),INSTERS-300,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$29.95,,,,,,,,
65X65CM - (68X68CM),INSTERS-301,INSERTS,100% Polyester,Normal,$28.75,,,,,,,,
65X65CM - (68X68CM),INSTERS-302,INSERTS,100% Polyester,Firm Fill,$29.35,,,,,,,,
65X65CM - (68X68CM),INSTERS-303,INSERTS,100% Polyester,Extra Firm Fill,$29.95,,,,,,,,
65X65CM - (68X68CM),INSTERS-304,INSERTS,30% Down 70% Feather,Normal,$54.60,,,,,,,,
65X65CM - (68X68CM),INSTERS-305,INSERTS,30% Down 70% Feather,Firm Fill,$57.20,,,,,,,,
65X65CM - (68X68CM),INSTERS-306,INSERTS,30% Down 70% Feather,Extra Firm Fill,$59.80,,,,,,,,
65X65CM - (68X68CM),INSTERS-307,INSERTS,50% Down 50% Feather,Normal,$76.50,,,,,,,,
65X65CM - (68X68CM),INSTERS-308,INSERTS,50% Down 50% Feather,Firm Fill,$79.10,,,,,,,,
65X65CM - (68X68CM),INSTERS-309,INSERTS,50% Down 50% Feather,Extra Firm Fill,$81.70,,,,,,,,
65X65CM - (68X68CM),INSTERS-310,INSERTS,80% Down 20% Feather,Normal,$91.00,,,,,,,,
65X65CM - (68X68CM),INSTERS-311,INSERTS,80% Down 20% Feather,Firm Fill,$93.60,,,,,,,,
65X65CM - (68X68CM),INSTERS-312,INSERTS,80% Down 20% Feather,Extra Firm Fill,$96.20,,,,,,,,
SINGLE 140X214CM - MATTRESS TOPPER FILLED,PFH-01,MATTRESS TOPPER FILLED,Duck,,$71.00,,,,,,,,
SINGLE 140X214CM - MATTRESS TOPPER FILLED,PFH-02,MATTRESS TOPPER FILLED,Goose,,$88.00,,,,,,,,
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,PFH-03,MATTRESS TOPPER FILLED,Duck,,$100.50,,,,,,,,
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,PFH-04,MATTRESS TOPPER FILLED,Goose,,$110.00,,,,,,,,
KING SINGLE - MATTRESS TOPPER FILLED,PFH-05,MATTRESS TOPPER FILLED,Duck,,$100.50,,,,,,,,
KING SINGLE - MATTRESS TOPPER FILLED,PFH-06,MATTRESS TOPPER FILLED,Goose,,$110.00,,,,,,,,
QUEEN - MATTRESS TOPPER FILLED,PFH-07,MATTRESS TOPPER FILLED,Duck,,$106.50,,,,,,,,
QUEEN - MATTRESS TOPPER FILLED,PFH-08,MATTRESS TOPPER FILLED,Goose,,$133.00,,,,,,,,
KING - MATTRESS TOPPER FILLED,PFH-09,MATTRESS TOPPER FILLED,Duck,,$120.50,,,,,,,,
KING - MATTRESS TOPPER FILLED,PFH-10,MATTRESS TOPPER FILLED,Goose,,$156.50,,,,,,,,
DOUBLE 184X214CM - MICROSOFT,PFH-11,MICROSOFT,Polyester,,$45.00,,,,,,,,
KING 244X214CM - MICROSOFT,PFH-12,MICROSOFT,Polyester,,$56.00,,,,,,,,
QUEEN 214X214CM - MICROSOFT,PFH-13,MICROSOFT,Polyester,,$50.00,,,,,,,,
SINGLE 140X214CM - MICROSOFT,PFH-14,MICROSOFT,Polyester,,$35.00,,,,,,,,
45X70CM - (48X73CM) - PIPED PILLOWS,PFH-15,PIPED PILLOWS,100% Feather,Duck,$20.00,,,,,,,,
45X70CM - (48X73CM) - PIPED PILLOWS,PFH-16,PIPED PILLOWS,30% Down 70% Feather,Duck,$32.00,,,,,,,,
45X70CM - (48X73CM) - PIPED PILLOWS,PFH-17,PIPED PILLOWS,50% Down 50% Feather,Duck,$40.00,,,,,,,,
45X70CM - (48X73CM) - PIPED PILLOWS,PFH-18,PIPED PILLOWS,80% Down 20% Feather,Duck,$60.00,,,,,,,,
45X70CM - (48X73CM) - PIPED PILLOWS,PFH-19,PIPED PILLOWS,80% Down 20% Feather,Goose,$95.00,,,,,,,,
50X80CM - (53X83CM) - PIPED PILLOWS,PFH-20,PIPED PILLOWS,100% Feather,Duck,$25.00,,,,,,,,
50X80CM - (53X83CM) - PIPED PILLOWS,PFH-21,PIPED PILLOWS,30% Down 70% Feather,Duck,$51.00,,,,,,,,
50X80CM - (53X83CM) - PIPED PILLOWS,PFH-22,PIPED PILLOWS,50% Down 50% Feather,Duck,$65.00,,,,,,,,
50X80CM - (53X83CM) - PIPED PILLOWS,PFH-23,PIPED PILLOWS,80% Down 20% Feather,Duck,$87.50,,,,,,,,
50X80CM - (53X83CM) - PIPED PILLOWS,PFH-24,PIPED PILLOWS,80% Down 20% Feather,Goose,$120.00,,,,,,,,
50X90CM - (53X93CM) - PIPED PILLOWS,PFH-25,PIPED PILLOWS,100% Feather,Duck,$25.00,,,,,,,,
50X90CM - (53X93CM) - PIPED PILLOWS,PFH-26,PIPED PILLOWS,30% Down 70% Feather,Duck,$51.00,,,,,,,,
50X90CM - (53X93CM) - PIPED PILLOWS,PFH-27,PIPED PILLOWS,50% Down 50% Feather,Duck,$65.00,,,,,,,,
50X90CM - (53X93CM) - PIPED PILLOWS,PFH-28,PIPED PILLOWS,80% Down 20% Feather,Duck,$87.50,,,,,,,,
50X90CM - (53X93CM) - PIPED PILLOWS,PFH-29,PIPED PILLOWS,80% Down 20% Feather,Goose,$120.00,,,,,,,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PFH-30,PIPED PILLOWS,100% Feather,Duck,$25.00,,,,,,,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PFH-31,PIPED PILLOWS,30% Down 70% Feather,Duck,$51.00,,,,,,,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PFH-32,PIPED PILLOWS,50% Down 50% Feather,Duck,$65.00,,,,,,,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PFH-33,PIPED PILLOWS,80% Down 20% Feather,Duck,$87.50,,,,,,,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PFH-34,PIPED PILLOWS,80% Down 20% Feather,Goose,$120.00,,,,,,,,
SINGLE - 4 SEASONS FILLED,PFH-35,4 SEASONS FILLED,Duck,,$136.50,,,,,,,,
SINGLE - 4 SEASONS FILLED,PFH-36,4 SEASONS FILLED,Goose,,$180.00,,,,,,,,
DOUBLE - 4 SEASONS FILLED,PFH-37,4 SEASONS FILLED,Duck,,$159.00,,,,,,,,
DOUBLE - 4 SEASONS FILLED,PFH-38,4 SEASONS FILLED,Goose,,$205.00,,,,,,,,
QUEEN - 4 SEASONS FILLED,PFH-39,4 SEASONS FILLED,Duck,,$186.00,,,,,,,,
QUEEN - 4 SEASONS FILLED,PFH-40,4 SEASONS FILLED,Goose,,$245.00,,,,,,,,
KING - 4 SEASONS FILLED,PFH-41,4 SEASONS FILLED,Duck,,$210.00,,,,,,,,
KING - 4 SEASONS FILLED,PFH-42,4 SEASONS FILLED,Goose,,$265.00,,,,,,,,
SUPER KING - 4 SEASONS FILLED,PFH-43,4 SEASONS FILLED,Duck,,$280.00,,,,,,,,
SUPER KING - 4 SEASONS FILLED,PFH-44,4 SEASONS FILLED,Goose,,$340.00,,,,,,,,
SINGLE - 50% DUCK WINTER FILLED,PFH-45,50% DUCK WINTER FILLED,Duck,,$80.00,,,,,,,,
DOUBLE - 50% DUCK WINTER FILLED,PFH-46,50% DUCK WINTER FILLED,Duck,,$90.00,,,,,,,,
QUEEN - 50% DUCK WINTER FILLED,PFH-47,50% DUCK WINTER FILLED,Duck,,$105.00,,,,,,,,
KING - 50% DUCK WINTER FILLED,PFH-48,50% DUCK WINTER FILLED,Duck,,$120.00,,,,,,,,
SUPER KING - 50% DUCK WINTER FILLED,PFH-49,50% DUCK WINTER FILLED,Duck,,$145.00,,,,,,,,
SINGLE - 50% MID WARM FILLED,PFH-50,50% MID WARM FILLED,Duck,,$70.00,,,,,,,,
DOUBLE - 50% MID WARM FILLED,PFH-51,50% MID WARM FILLED,Duck,,$80.00,,,,,,,,
QUEEN - 50% MID WARM FILLED,PFH-52,50% MID WARM FILLED,Duck,,$95.00,,,,,,,,
KING - 50% MID WARM FILLED,PFH-53,50% MID WARM FILLED,Duck,,$105.00,,,,,,,,
SUPER KING - 50% MID WARM FILLED,PFH-54,50% MID WARM FILLED,Duck,,$135.00,,,,,,,,
SINGLE - 80% MID WARM FILLED,PFH-55,80% MID WARM FILLED,Duck,,$95.00,,,,,,,,
SINGLE - 80% MID WARM FILLED,PFH-56,80% MID WARM FILLED,Goose,,$149.00,,,,,,,,
SINGLE - 80% MID WARM FILLED,PFH-57,80% MID WARM FILLED,Hungarian,,$159.00,,,,,,,,
DOUBLE - 80% MID WARM FILLED,PFH-58,80% MID WARM FILLED,Duck,,$110.00,,,,,,,,
DOUBLE - 80% MID WARM FILLED,PFH-59,80% MID WARM FILLED,Goose,,$173.00,,,,,,,,
DOUBLE - 80% MID WARM FILLED,PFH-60,80% MID WARM FILLED,Hungarian,,$183.00,,,,,,,,
QUEEN - 80% MID WARM FILLED,PFH-61,80% MID WARM FILLED,Duck,,$127.50,,,,,,,,
QUEEN - 80% MID WARM FILLED,PFH-62,80% MID WARM FILLED,Goose,,$197.00,,,,,,,,
QUEEN - 80% MID WARM FILLED,PFH-63,80% MID WARM FILLED,Hungarian,,$216.50,,,,,,,,
KING - 80% MID WARM FILLED,PFH-64,80% MID WARM FILLED,Duck,,$140.50,,,,,,,,
KING - 80% MID WARM FILLED,PFH-65,80% MID WARM FILLED,Goose,,$224.50,,,,,,,,
KING - 80% MID WARM FILLED,PFH-66,80% MID WARM FILLED,Hungarian,,$232.00,,,,,,,,
SUPER KING - 80% MID WARM FILLED,PFH-67,80% MID WARM FILLED,Duck,,$182.00,,,,,,,,
SUPER KING - 80% MID WARM FILLED,PFH-68,80% MID WARM FILLED,Goose,,$309.50,,,,,,,,
SUPER KING - 80% MID WARM FILLED,PFH-69,80% MID WARM FILLED,Hungarian,,$314.00,,,,,,,,
SINGLE - 80% WINTER FILLED,PFH-70,80% WINTER FILLED,Duck,,$105.00,,,,,,,,
SINGLE - 80% WINTER FILLED,PFH-71,80% WINTER FILLED,Goose,,$160.00,,,,,,,,
DOUBLE - 80% WINTER FILLED,PFH-72,80% WINTER FILLED,Duck,,$120.00,,,,,,,,
DOUBLE - 80% WINTER FILLED,PFH-73,80% WINTER FILLED,Goose,,$185.00,,,,,,,,
QUEEN - 80% WINTER FILLED,PFH-74,80% WINTER FILLED,Duck,,$140.00,,,,,,,,
QUEEN - 80% WINTER FILLED,PFH-75,80% WINTER FILLED,Goose,,$215.00,,,,,,,,
KING - 80% WINTER FILLED,PFH-76,80% WINTER FILLED,Duck,,$160.00,,,,,,,,
KING - 80% WINTER FILLED,PFH-77,80% WINTER FILLED,Goose,,$245.00,,,,,,,,
SUPER KING - 80% WINTER FILLED,PFH-78,80% WINTER FILLED,Duck,,$230.00,,,,,,,,
SUPER KING - 80% WINTER FILLED,PFH-79,80% WINTER FILLED,Goose,,$330.00,,,,,,,,
45X70CM - (48X73CM) 80 - CHAMBER PILLOW,PFH-80,CHAMBER PILLOW,Duck,,$40.00,,,,,,,,
50X90CM - (53X93CM) 80 - CHAMBER PILLOW,PFH-81,CHAMBER PILLOW,Duck,,$62.00,,,,,,,,
45X70CM - (48X73CM) 50 - CHAMBER PILLOW,PFH-82,CHAMBER PILLOW,Duck,,$32.00,,,,,,,,
50X90CM - (53X93CM) 50 - CHAMBER PILLOW,PFH-83,CHAMBER PILLOW,Duck,,,,,,,,,,
45X70CM - (48X73CM) - STRIP PILLOW,PFH-84,STRIP PILLOW,Hungarian,,$105.00,,,,,,,,
50X90CM - (53X93CM) - STRIP PILLOW,PFH-85,STRIP PILLOW,Hungarian,,$113.00,,,,,,,,
SINGLE - STRIPPED QUILT,PFH-86,STRIPPED QUILT,Hungarian,,$142.20,,,,,,,,
DOUBLE - STRIPPED QUILT,PFH-87,STRIPPED QUILT,Hungarian,,$173.70,,,,,,,,
QUEEN - STRIPPED QUILT,PFH-88,STRIPPED QUILT,Hungarian,,$188.20,,,,,,,,
KING - STRIPPED QUILT,PFH-89,STRIPPED QUILT,Hungarian,,$209.20,,,,,,,,
SUPER KING - STRIPPED QUILT,PFH-90,STRIPPED QUILT,Hungarian,,$276.20,,,,,,,,
Double/Queen 230 x 240cms 450gms - SILVER BLANKET,PFH-91,SILVER BLANKET,Silver Blanket,,$70.00,,,,,,,,
King/Super King 270 x 240cms 535 gms - SILVER BLANKET,PFH-92,SILVER BLANKET,Silver Blanket,,$81.00,,,,,,,,
Single/ King Single 180 x 230gms 300gms - SILVER BLANKET,PFH-93,SILVER BLANKET,Silver Blanket,,$56.00,,,,,,,,
Double/Queen 230 x 240cms 450gms - KHAKI BLANKET,PFH-94,KHAKI BLANKET,Khaki Blanket,,$70.00,,,,,,,,
King/Super King 270 x 240cms 535 gms - KHAKI BLANKET,PFH-95,KHAKI BLANKET,Khaki Blanket,,$81.00,,,,,,,,
Single/ King Single 180 x 230gms 300gms - KHAKI BLANKET,PFH-96,KHAKI BLANKET,Khaki Blanket,,$56.00,,,,,,,,